name,address,cuisine,region,lat,lng
Kyle's Cafe,2627 Commercial Drive,Chinese,Kensington-Cedar Cottage,49.2609735,-123.0700354
Kawa Sushi,5088 Victoria Drive,Japanese,Kensington-Cedar Cottage,49.2382751,-123.0652076
Oka-San,3578 Fraser st,Japanese,Kensington-Cedar Cottage,49.2531662,-123.0896209
Ken's Chinese Restaurant,1097 kingsway,Chinese,Kensington-Cedar Cottage,49.2534996,-123.0821913
Xu Hue,2226 kingsway,Vietnamese,Kensington-Cedar Cottage,49.2427614,-123.0604391
Come Along Seafood Restaurant,2550 Kingsway,Chinese,Renfrew-Collingwood,49.2393614,-123.0531504
Golden Swan Restaurant,5380 Victoria Street,Chinese,Kensington-Cedar Cottage,49.2361564,-123.0650787
Naruto Sushi,2763 Commercial Drive,Japanese,Kensington-Cedar Cottage,49.2599555,-123.0700561
Pho Hoa,2257 Kingsway,Vietnamese,Kensington-Cedar Cottage,49.2426317,-123.0592661
Fatty Cow Seafood Hot Pot 小肥牛火鍋專門店,5108 Victoria Drive,Chinese,Kensington-Cedar Cottage,49.2380136,-123.0651025
Bale Deli & bakery,25 kingsway,Bakery,Mount Pleasant,49.2640258,-123.1001869
Pho Long,3370 Fraser St.,Vietnamese,Kensington-Cedar Cottage,49.2549583,-123.0895353
Kent's Kitchen,5659 Victoria Dr,Asian,Kensington-Cedar Cottage,49.2331219,-123.0658535
Shima-Ya Japanese Restaurant,5589 Victoria Dr,Japanese,Kensington-Cedar Cottage,49.2337864,-123.0657079
Gojo Cafe,2838 Commercial Drive,African,Kensington-Cedar Cottage,49.2591178,-123.0695691
Circus Play Cafe,1650 East 12th Ave,Café,Kensington-Cedar Cottage,49.2593198,-123.0705747
Pho Hue,5497 Victoria Dr,Vietnamese,Kensington-Cedar Cottage,49.2346282,-123.0656954
Pho Thuan An,789 Kingsway,Vietnamese,Kensington-Cedar Cottage,49.2558079,-123.0875334
Kojak's,2763 Commercial Dr.,Fast Food,Kensington-Cedar Cottage,49.2599555,-123.0700561
Sushiyama,371 E Broadway,Japanese,Mount Pleasant,49.2630221,-123.0972043
Budgie’s Burritos,44 Kingsway,Mexican,Mount Pleasant,49.263639,-123.1004686
Fable Diner,151E E Broadway,Diner,Mount Pleasant,49.2630513,-123.101494
Tocador,2610 MAIN ST,Latin American,Mount Pleasant,49.2618238,-123.1007894
Chutney Villa,147 E Broadway,Indian,Mount Pleasant,49.2631923,-123.1018777
Carp,2516 Prince Edward Street,Japanese,Mount Pleasant,49.2623104,-123.095829
La Taqueria Pinche Taco Shop,2521 Main St,Mexican,Mount Pleasant,49.26251999999999,-123.101213
Rosemary Rocksalt,2515 Main St,Bagels,Mount Pleasant,49.262569,-123.1012809
Cartems Donuterie,2152 Main St,Donuts,Mount Pleasant,49.26563220000001,-123.1006577
Congee Noodle House 粥麵館 (Congee Noodle House),141 E Broadway,Chinese,Mount Pleasant,49.263084,-123.1020899
JJ's Trucketeria,Fraser Street,Food Truck,Riley Park,49.2365523,-123.090486
Burdock & Co.,2702 Main St,New American,Mount Pleasant,49.260986,-123.100708
Nirvana Indian Restaruant,2313 Main Street,Indian,Mount Pleasant,49.2643576,-123.1012003
Pure Bread,5 W 5th Ave,Bakery,Mount Pleasant,49.2666191,-123.1049088
The Whip,209 E 6th Ave,Breakfast,Mount Pleasant,49.26560869999999,-123.1001642
Ignite Pizzeria,Main Street,Pizza,Riley Park,49.2457108,-123.101237
Dock Lunch,152 E 11th Ave,Sandwiches,Mount Pleasant,49.2610262,-123.1018121
Sunny Spot Cafe 张记凉皮肉夹馍,2543 Main St,Noodles,Mount Pleasant,49.2622046,-123.1013597
Burgoo Bistro,3096 Main St.,Mac & Cheese,Mount Pleasant,49.2576348,-123.1008393
The Rumpus Room,2301 Main St,Diner,Mount Pleasant,49.2644412,-123.1011723
Cafe D'Afrique,363  E. Broadway,Ethiopian,Mount Pleasant,49.2630224,-123.0974793
Swiss Bakery,143 East 3rd Ave,Bakery,Mount Pleasant,49.2684773,-123.1016717
Nuba Café,146 E 3rd Ave,Middle Eastern,Mount Pleasant,49.2679671,-123.1017065
Peaceful Restaurant 和平饭店,43 E 5th Ave,Chinese,Mount Pleasant,49.2666437,-123.1037431
COBS Bread,2924 Main St,Bakery,Mount Pleasant,49.25887360000001,-123.1008093
Eight ½ Restaurant Lounge,151 E 8th Ave,Gastropub,Mount Pleasant,49.2638486,-123.1016578
Chicha,136 E Broadway,Peruvian,Mount Pleasant,49.26280509999999,-123.1021083
Osteria Savio Volpe,615 Kingsway,Italian,Mount Pleasant,49.2574913,-123.0909344
Kranky Cafe,228 E 4th Ave,Café,Mount Pleasant,49.2671303,-123.0998567
Martini's,151 Broadway W,Italian,Mount Pleasant,49.26322649999999,-123.1082126
Hime Sushi,315 E Broadway,Japanese,Mount Pleasant,49.263087,-123.09876
Thai Son,373 East Broadway's,Vietnamese,Mount Pleasant,49.2629861,-123.0967649
Los Cuervos Taqueria & Cantina,603 Kingsway,Mexican,Mount Pleasant,49.2574346,-123.0911227
Smith’s Bagelry,191 W. Broadway,Bagels,Mount Pleasant,49.2633243,-123.1090103
The Gluten Free Epicurean,633 E 15th Ave,Bakery,Mount Pleasant,49.2573055,-123.0905028
Tacofino Ocho,8 E 5th Avenue,Mexican,Mount Pleasant,49.2662163,-123.1044144
Les Faux Bourgeois,663 E 15th Ave,French,Mount Pleasant,49.2573518,-123.0896297
Pizzeria Barbarella,654 E Broadway,Pizza,Mount Pleasant,49.26233209999999,-123.0897482
Pho Goodness,3079 Main Street,Vietnamese,Mount Pleasant,49.2577224,-123.1014771
Tractor,1751 Quebec St,Salad,Mount Pleasant,49.26959490000001,-123.1029667
Modus Coffee,112 W Broadway,Café,Mount Pleasant,49.2629228,-123.1072618
Papa's Pizza,3030 Main Street,Pizza,Mount Pleasant,49.258249,-123.1008873
Emelle's Catering,177 W.7th Avenue,Bistro,Mount Pleasant,49.2649793,-123.1086642
Pho Linh,325 E Broadway,Vietnamese,Mount Pleasant,49.26296610000001,-123.0983789
The Wallflower,2420 Main St,Diner,Mount Pleasant,49.2635552,-123.1007275
Fife Bakery,64 East 3rd Avenue,Bakery,Mount Pleasant,49.26803630000001,-123.1032466
Anna's Cake House,606 East Broadway,Bakery,Mount Pleasant,49.26221229999999,-123.0907685
Kwong Chow Congee & Noodle House,3163 Main St.,Noodles,Mount Pleasant,49.2570141,-123.1014822
Caffé Rustico,3136 Main St.,Café,Mount Pleasant,49.25690050000001,-123.1009365
Fassil,736 East Broadway,Ethiopian,Mount Pleasant,49.2622223,-123.0882139
The Lions Den Cafe,651 E 15th Ave,Caribbean,Mount Pleasant,49.2574057,-123.0899468
Terra Breads False Creek,53 West 5th Ave,Café,Mount Pleasant,49.266649,-123.1060452
Caffé Barney,2526 Main St,Breakfast,Mount Pleasant,49.2624998,-123.100769
Como Taperia,201 E 7th Ave,Tapas,Mount Pleasant,49.2647398,-123.1006238
Subway,36-96 E Broadway,Sandwiches,Mount Pleasant,49.2628656,-123.1039739
Argo Cafe,1836 Ontario St.,Diner,Mount Pleasant,49.268574,-123.104545
The Black Lodge,630 Kingsway,Vegetarian,Mount Pleasant,49.25703190000001,-123.0910924
Bonchaz Bakery Cafe,189 E Broadway,Bakery,Mount Pleasant,49.2630872,-123.1013081
Great Han Mongolian BBQ,3043 Main Street,Asian,Mount Pleasant,49.2579913,-123.1014181
Marutama Gaiden,2858 Main Street,Japanese,Mount Pleasant,49.25955829999999,-123.100899
Subway,"2827 Main Street, Unit 3",Sandwiches,Mount Pleasant,49.259896,-123.1013984
Lucy's Eastside Diner,2708 Main St,Diner,Mount Pleasant,49.2608828,-123.1008169
Subway,8-615 E Broadway,Sandwiches,Mount Pleasant,49.2628334,-123.1047497
Vera's Burger Shack,2922 Main Street,Burgers,Mount Pleasant,49.2589048,-123.1008504
Josephine's Restaurant,2650 Main Street,Asian,Mount Pleasant,49.2613256,-123.1008031
Toko Restaurant,223 W 7th Ave.,Chinese,Mount Pleasant,49.2650339,-123.1101477
Pleasant Beans,39 Kingsway,Café,Mount Pleasant,49.2639097,-123.1000823
Best Burrito,15 W. Broadway,Mexican,Mount Pleasant,49.26317299999999,-123.1053799
BNS Cafe,691 East Broadway,Café,Mount Pleasant,49.2626746,-123.0894313
Indochine Kitchen,1 East Broadway,Asian,Mount Pleasant,49.2631601,-123.1046852
Gigi's Pizza & Spaghetti House,189 Broadway W,Pizza,Mount Pleasant,49.263283,-123.1088971
Manna Sushi,6 East 2nd Ave,Japanese,Mount Pleasant,49.2690952,-123.1044923
Fatburger,255 West Broadway,Burgers,Mount Pleasant,49.26330129999999,-123.1106659
Mangia Cucina & Bar,2211 Manitoba St,Pizza,Mount Pleasant,49.265396,-123.1069483
Our Place Cafe,2205 Manitoba,Café,Mount Pleasant,49.265419,-123.1070043
Ba Le,691 E Broadway,Vietnamese,Mount Pleasant,49.2626746,-123.0894313
Cazba Food Truck,Granville St.,Food Truck,Shaughnessy,49.2454569,-123.1392135
Pho Nha Trang,720 E Broadway,Vietnamese,Mount Pleasant,49.2622138,-123.0885161
Laura's Coffee Shop,1945 Manitoba St.,Diner,Mount Pleasant,49.2675473,-123.106822
Hon's Wonton House,25 E 2nd Ave,Asian,Mount Pleasant,49.2695381,-123.1041682
Pop Up Pizza,646 Kingsway,Pizza,Mount Pleasant,49.256925,-123.0908729
Pho Quynh Express,91 West 2nd Avenue,Vietnamese,Mount Pleasant,49.2694323,-123.1062533
Jinya Express Ramen,153 W 4th Ave,Japanese,Kitsilano,49.2685059,-123.177719
Rouge Bistro,91 W 2nd Ave,Bistro,Mount Pleasant,49.2694323,-123.1062533
Sushi Mura,6485 Oak St,Japanese,Oakridge,49.2268452,-123.1287853
A&W,6491 Oak Street,Fast Food,Oakridge,49.22676269999999,-123.1289195
Samurai Sushi House,5888 Cambie St.,Japanese,Oakridge,49.2318904,-123.1159603
Subway,6471 Oak St,Sandwiches,Oakridge,49.2269357,-123.128909
Togo Sushi,423-650 W 41st Ave,Japanese,Riley Park,49.2337526,-123.1147325
Peninsula Seafood Restaurant,"650 West 41st Ave Vancouver, BC V5Z2M9",Cantonese,Oakridge,49.2319166,-123.1179691
A&W,650 - 41st Ave W,Fast Food,Oakridge,49.2320456,-123.1186835
Phò Hōa,1011 W 49th Ave,Vietnamese,Oakridge,49.2270157,-123.1288733
Taco Luis,650 West 41,Mexican,Oakridge,49.2320456,-123.1186835
KFC,650 West 41st Avenue,Fast Food,Oakridge,49.2320456,-123.1186835
Saint Germain Bakery,650 West 41st Ave,Bakery,Oakridge,49.2320456,-123.1186835
Domino's Pizza,6469 Oak St,Pizza,Oakridge,49.2269997,-123.1287524
Oakridge Centre Food Court,650 West 41st Ave.,Food Court,Oakridge,49.2320456,-123.1186835
Kernels Popcorn,Oakridge Mall,Snacks,Oakridge,49.2320488,-123.1186817
Mmmuffins,Oakridge,Bakery,Oakridge,49.2260954,-123.1165881
Curry Express,650 W 41st Ave,Indian,Oakridge,49.2320456,-123.1186835
Shi Art Express,F7-650 W 41st Ave,Chinese,Oakridge,49.2320456,-123.1186835
Vina Vietnamese,655 W 41st Ave,Vietnamese,South Cambie,49.2338739,-123.1196898
Nava,950 W 41st Ave,Café,Oakridge,49.23344280000001,-123.1267225
Ragazzi Pizza,2996 E. 22nd Ave.,Pizza,Renfrew-Collingwood,49.25041119999999,-123.041782
Banana Grove Market & Deli,2705 E. 22nd Ave.,Deli,Renfrew-Collingwood,49.2508755,-123.0493409
Jambo Grill,3219 Kingsway,Indian,Renfrew-Collingwood,49.2349448,-123.0371593
Chili Pepper House,#1 - 3003 Kingsway,Asian,Renfrew-Collingwood,49.2362021,-123.041154
Joojak Restaurant 朱雀坊,3337 Kingsway,Asian,Renfrew-Collingwood,49.2336784,-123.0345324
Sushiholic,3311 East Broadway,Japanese,Hastings-Sunrise,49.262059,-123.0332862
Andamiro Korean Bistro,2568 Kingsway,Asian,Renfrew-Collingwood,49.2392139,-123.0528253
Wang's Shanghai Cuisine,110-3328 Kingsway,Shanghai,Killarney,49.2331241,-123.0344459
Kimu Japanese Cuisine,4441 Boundary Rd,Japanese,Renfrew-Collingwood,49.2449191,-123.024194
Penang Delight Cafe,3885 Rupert St,Malay,Renfrew-Collingwood,49.24988390000001,-123.0341413
Dario Italian Restaurant,3075 Slocan St,Italian,Renfrew-Collingwood,49.2564704,-123.0504383
Panaderia Latina,4906 Joyce St,Bakery,Renfrew-Collingwood,49.2397739,-123.030048
Wendy’s,3698 Grandview Highway,Fast Food,Renfrew-Collingwood,49.2577852,-123.0243352
Hyoga,#2 - 3343 Kingsway,Japanese,Renfrew-Collingwood,49.2336372,-123.0342988
Sushi Taku,4902 Joyce St,Japanese,Renfrew-Collingwood,49.2398062,-123.0299092
Cho Sun BBQ,3486 Kingsway,Korean,Killarney,49.2317416,-123.0303984
Pho Nhuan,2989 Rupert St,Vietnamese,Renfrew-Collingwood,49.2574592,-123.0341578
Off the Grid Waffles,2665 Kingsway,Café,Renfrew-Collingwood,49.2388328,-123.0510247
Top Cantonese Restaurant,2752 Kingsway,Chinese,Renfrew-Collingwood,49.2374664,-123.0494301
Super Great Pizza,3308 Vaness Ave,Pizza,Renfrew-Collingwood,49.2392379,-123.0345428
囍相逢 Happy Day Cafe (Happy Day Cafe),3312 Kingsway,Cantonese,Killarney,49.2335577,-123.0353925
Pizza Hut,2850 Grandview Highway,Pizza,Renfrew-Collingwood,49.2579325,-123.0459998
Triple O's,3505 Grandview Hwy.,Burgers,Renfrew-Collingwood,49.2584656,-123.0280866
Sunflower Bubble Tea,5125 Joyce St,Asian,Renfrew-Collingwood,49.2380697,-123.0323807
Subway,2892 Grandview Hwy,Sandwiches,Renfrew-Collingwood,49.2580275,-123.0449227
Subway,5218 Joyce St,Sandwiches,Renfrew-Collingwood,49.2372491,-123.0326258
McKim Wonton Mein Saga,2780 Kingsway,Chinese,Renfrew-Collingwood,49.2370618,-123.0483267
Prince Seafood Chinese Restaurant,2881 Grandview Hwy,Chinese,Renfrew-Collingwood,49.2584949,-123.0451062
Boston Pizza,2850 Bentall St,Pizza,Renfrew-Collingwood,49.2584746,-123.0306817
Freshslice Pizza,2-2889 Grandview Hwy,Pizza,Renfrew-Collingwood,49.258601,-123.04477
Congee Noodle King 粥麵軒,3133 Kingsway,Chinese,Renfrew-Collingwood,49.2355847,-123.0387856
Happy Valley Seafood Restaurant,3432 Lougheed Hwy,Chinese,Renfrew-Collingwood,49.2620924,-123.0296453
Gold Train Express,3320 Kingsway,Vietnamese,Killarney,49.2333626,-123.0348768
Bao Bakery,5115 Joyce St,Bakery,Renfrew-Collingwood,49.2381796,-123.0324466
Goto King,5183 Joyce St,Asian,Renfrew-Collingwood,49.2377471,-123.0326674
iSushi,3883 Rupert St,Japanese,Renfrew-Collingwood,49.2498859,-123.0341807
Lucky Plus,Rupert Street,Chinese,Renfrew-Collingwood,49.2479372,-123.0338846
Rose Garden,3415 Kingsway,Chinese,Renfrew-Collingwood,49.2324432,-123.0320058
Pizza by the Slice,3388 Vanness Ave,Pizza,Renfrew-Collingwood,49.2383461,-123.0323181
Donair Land,3384 Vanness Ave,Falafel,Renfrew-Collingwood,49.2384585,-123.032642
Cucina Manila,5179 Joyce St,Asian,Renfrew-Collingwood,49.2377809,-123.0326363
Mcgavins bread basket,Kingsway & slocan,Food,Renfrew-Collingwood,49.2400416,-123.0539837
Dragon House Restaurant,3293 Kingsway,Chinese,Renfrew-Collingwood,49.2344273,-123.0360543
品一品秘製香辣鍋 Chef Pin,3292 Kingsway,Szechuan,Killarney,49.23383399999999,-123.03582
Beijiang Restaurant,3281 Kingsway,Chinese,Renfrew-Collingwood,49.2344793,-123.036161
Domino's Pizza,5522 Joyce St,Pizza,Killarney,49.23344460000001,-123.0360016
Pine House Bread & Cake Shop,3396 Kingsway,Bakery,Killarney,49.2327319,-123.033529
So Hyang Korean Cuisine,6345 Fraser Street,Korean,Sunset,49.227,-123.0909235
Roots Cafe,6502 Main Street,Café,Sunset,49.2254629,-123.1012332
Deer Garden Signatures,6270 Fraser Street,Chinese,Sunset,49.2276714,-123.0903203
Ho Yuen Kee Restaurant,6236 Fraser St,Chinese,Sunset,49.22796030000001,-123.0903879
BAKER & TABLE Cafe,6414 Fraser St.,Bakery,Sunset,49.2263292,-123.0905774
Dosa Corner,8248 Fraser St.,Indian,Sunset,49.2097506,-123.0908287
Church's Chicken,5704 Fraser St,Fried Chicken,Sunset,49.232573,-123.0901219
All India Sweets & Restaurant,6507 Main St,Indian,Sunset,49.22553569999999,-123.1018538
Subway,6191 Fraser St,Sandwiches,Sunset,49.2284157,-123.0908629
89 Inn,6390 Fraser Street,Japanese,Sunset,49.2266159,-123.0904656
Pho Hong,6348 Fraser St.,Vietnamese,Sunset,49.2268627,-123.0903511
Subway,610 SE Marine Dr,Sandwiches,Sunset,49.2105361,-123.0926764
New Bhaia,5740 Fraser Street,Indian,Sunset,49.2324493,-123.0904074
Pinpin Restaurant,6113 Fraser St,Asian,Sunset,49.2289761,-123.0909249
Good Choice Restaurant,6007 Fraser Street,Chinese,Sunset,49.2299962,-123.0908133
Wendy’s,10 S E Marine Dr,Fast Food,Sunset,49.21188730000001,-123.1061557
Subway,7289 Knight Street,Sandwiches,Sunset,49.2183554,-123.0774499
Dockers Family Restaurant,6094 Fraser St,Diner,Sunset,49.2292835,-123.0904266
Yu Xiang Yuan,6591 Fraser St,Chinese,Sunset,49.2246746,-123.0910083
White Spot,1126 SE Marine Dr,Burgers,Sunset,49.2105107,-123.0833322
Pizza Hut,6082 Fraser Street,Pizza,Sunset,49.2293879,-123.0903305
Triple O's,196 SE Marine Dr,Burgers,Sunset,49.2108687,-123.102592
Subway,"350 SE Marine Dr, Unit #5",Sandwiches,Sunset,49.20915189999999,-123.1004858
Himalaya Restaurant,6587 Main Street,Indian,Sunset,49.2248792,-123.1018768
Kalai's Dosa Hut,7233 Fraser Street,South Indian,Sunset,49.21899370000001,-123.0911392
Saigon Fare Cafe,203 SE Marine Dr,Vietnamese,Sunset,49.2113019,-123.1018701
Taste Good Wonton Seafood Restaurant,620 SE Marine Dr,Chinese,Sunset,49.2105987,-123.092406
Sartaj Sweets & Restaurant,6665 Fraser street,Indian,Sunset,49.2239973,-123.0911232
Dhaliwal Sweets,6555 Fraser St,Indian,Sunset,49.224886,-123.091114
Best Quality Sweets & Restaurant,7260 Main St,Indian,Sunset,49.21879999999999,-123.101596
Tandoori King,8017 Fraser St.,Indian,Sunset,49.212444,-123.0914419
Tandoori Raj Restaurant,689 East 65 Avenue,Indian,Sunset,49.2119569,-123.0915718
Lian Hong Chinese Food & Bakery,6400 Fraser St,Chinese,Sunset,49.2264827,-123.0903596
Freshslice Pizza,6374 Fraser St,Pizza,Sunset,49.2266807,-123.0905333
Fraser BBQ & Fresh Meat,6340 Fraser St,BBQ,Sunset,49.2269313,-123.0904264
Angel Cake & Cafe,5995 Fraser St,Chinese,Sunset,49.2302215,-123.0908067
Indochine Kitchen + Bar,6231 Fraser Street,Asian,Sunset,49.2279744,-123.0910328
Kabab Hut,"219 East, 49th Avenue",Indian,Sunset,49.225753,-123.1012355
Gia Minh Restaurant,6181 Fraser Street,Vietnamese,Sunset,49.2285587,-123.0908461
Hometown Pizza,1408 57 Ave. E,Pizza,Victoria-Fraserview,49.2179351,-123.0767191
Moon Café,6181 Fraser St,Chinese,Sunset,49.2285587,-123.0908461
Wo's Chinese Restaurant,8166 Main St,Chinese,Sunset,49.21142099999999,-123.1017591
Tukasa Japanese Restaurant,8197 Main St,Japanese,Sunset,49.2114286,-123.1025054
Al Watan Tandoori,6804 Fraser St.,Indian,Sunset,49.22269439999999,-123.0908313
Quiznos,1306 SE Marine Drive,Sandwiches,Sunset,49.2106886,-123.0805584
Triple O's,100 W 49th Ave,Burgers,Oakridge,49.224025,-123.108032
Chicken World,1412 E 49th Ave,Fried Chicken,Victoria-Fraserview,49.2250473,-123.0768414
Papa Dave's pizza and indian cuisine,Knight St,Indian,Sunset,49.2141986,-123.0771115
Little Caesars Pizza,5927 Fraser St.,Pizza,Sunset,49.2307429,-123.0908638
Quiznos,100 W. 49th Ave,Sandwiches,Oakridge,49.224025,-123.108032
Wakame Sushi,5830 Fraser St.,Japanese,Sunset,49.231671,-123.0904117
Dewan-E-Khass,5750 Fraser St.,Indian,Sunset,49.23227300000001,-123.0903934
Pho Ngan,5744 Fraser St,Vietnamese,Sunset,49.232366,-123.090393
Camy's Pizza,5688 Fraser Street,Pizza,Kensington-Cedar Cottage,49.2331627,-123.0900096
KFC,6487 Knight Street,Fast Food,Sunset,49.2256662,-123.0778129
Takumi Japanese Restaurant,4422 W 10th Ave,Japanese,West Point Grey,49.26361439999999,-123.2067299
The Galley Patio & Grill,1300 Discovery Street,Burgers,West Point Grey,49.2756037,-123.2015089
Mix the Bakery,4430 W 10th Ave,Bakery,West Point Grey,49.26363800000001,-123.206997
Sun Sushi,4512 W 10th Ave.,Japanese,West Point Grey,49.26369589999999,-123.2095971
Hime Sushi,4480 W 10th Ave.,Japanese,West Point Grey,49.2636149,-123.2085421
Subway,4367 W 10th Ave,Sandwiches,West Point Grey,49.2639068,-123.2049784
Pizza Hut,4540 West 10th Avenue,Pizza,West Point Grey,49.2636288,-123.2103871
The Kitchen Homemade Korean Restaurant,2620 Sasamat street,Korean,West Point Grey,49.2634428,-123.2089752
Gold Train Express,4530 West 10th Ave,Vietnamese,West Point Grey,49.2636417,-123.2101416
Ginger and Chili,4423 West 10th Ave,Asian,West Point Grey,49.2639227,-123.2067629
T Room Bakery & Kitchenware,4445 West 10th Ave,Bakery,West Point Grey,49.2639742,-123.2074662
Dentry's Irish Grill,4450 West 10 Ave.,Irish,West Point Grey,49.26366110000001,-123.2076873
Thai Spicy,4530 W 10th St,Vietnamese,West Point Grey,49.2636417,-123.2101416
The Diner,4556 10th Ave W,Diner,West Point Grey,49.2636064,-123.2108682
Everyday Sushi,4572 W 10th Ave.,Japanese,West Point Grey,49.2637021,-123.211343
Candia Taverna,4510 W. 10th Ave.,Greek,West Point Grey,49.263669,-123.2095599
Locarno Beach Cafe,4445 NW Marine Dr,Café,West Point Grey,49.2751382,-123.2062934
Crépe Café,3500 W 41 Ave,Café,Dunbar-Southlands,49.2346206,-123.1822017
Red Tuna,3592 W 41st Ave,Japanese,Dunbar-Southlands,49.2345003,-123.1845455
Handi Cuisine of India,4432 Dunbar St.,Indian,Dunbar-Southlands,49.24679339999999,-123.1848907
Minerva's Pizza & Steakhouse,2411 41st ave,Italian,Arbutus-Ridge,49.23486579999999,-123.1615716
Sofra Mediterannean Kitchen,2277 W 41st Ave,Mediterranean,Arbutus-Ridge,49.2348041,-123.1591358
Subway,4490 Dunbar St,Sandwiches,Dunbar-Southlands,49.24629030000001,-123.1848153
Sushi Inn,4414 Dunbar St.,Japanese,Dunbar-Southlands,49.246963,-123.185055
Sushi Hachi,2255 W 41st Ave.,Japanese,Arbutus-Ridge,49.2348048,-123.1587418
Mexicali,4424 Dunbar St.,Mexican,Dunbar-Southlands,49.2468257,-123.1848584
Cosy Inn Café,4455 Dunbar St,Diner,Dunbar-Southlands,49.24656960000001,-123.1854609
Wild Sushi,4288 Dunbar St.,Japanese,Dunbar-Southlands,49.2483133,-123.1850191
Beantown Coffee House,Dunbar,Café,Dunbar-Southlands,49.249951,-123.185194
Asa Sushi,2178 West 41st Ave.,Japanese,Kerrisdale,49.234509,-123.1580221
Orange Corner Crepe House,2257 West 41st Avenue,Asian,Arbutus-Ridge,49.2347804,-123.1587608
Dunbar Pizza,3348 Dunbar St,Indian,Dunbar-Southlands,49.2570142,-123.1847986
41 Noodle & Rice Pot House,2279 West 41st Avenue,Cantonese,Arbutus-Ridge,49.2348021,-123.1591685
COBS Bread,2174 W 41st Ave,Bakery,Kerrisdale,49.2345035,-123.1578179
Ajisai Sushi Bar,2081 W 42nd Ave.,Japanese,Kerrisdale,49.233934,-123.1536816
Nando's,2064 W 41st Ave,Portuguese,Kerrisdale,49.2342436,-123.1540599
Golden Ocean Seafood Restaurant,2046 W 41 Ave.,Chinese,Kerrisdale,49.2343419,-123.1533765
Faubourg Bistro,2156 W 41st Ave,Café,Kerrisdale,49.2343768,-123.1574157
Pho Tan Vietnamese Beef Noodle Soup & Bubble Tea,2076 West 41st Ave.,Vietnamese,Kerrisdale,49.2344534,-123.1544022
BBT Cafe,5979 West Blvd,Chinese,Kerrisdale,49.2321709,-123.1558937
Ramen Jinya,2129 W 41st Ave,Noodles,Arbutus-Ridge,49.2348065,-123.1563953
Senova,1864 W. 57th Avenue,Spanish,Kerrisdale,49.2192004,-123.1493047
Subway,5623 West Boulevard,Sandwiches,Arbutus-Ridge,49.2351915,-123.1557238
Bean Around The World,1846 W 57th Ave,Café,Kerrisdale,49.21923280000001,-123.1492104
Modern City Chinese Restaurant,2106 West 41st Ave,Chinese,Kerrisdale,49.2344108,-123.1561078
Kerrisdale Kitchen,6055 West Blvd.,Chinese,Kerrisdale,49.23135,-123.1559366
Legato Tea & Coffee,2299 West 41st Ave,Café,Arbutus-Ridge,49.2347705,-123.159587
Lok's Chinese Restaurant,2436 West 41st Avenue,Chinese,Kerrisdale,49.234479,-123.1618424
My Cup,2098 W. 41st Ave,Snacks,Kerrisdale,49.234297,-123.1547419
Kerrisdale Nakamura,2055 W 41st Ave.,Japanese,Shaughnessy,49.2347027,-123.1535489
New Chongqing Restaurant,2044 W41st Ave,Chinese,Kerrisdale,49.2344122,-123.1533619
Sweet E's Pastries & Sweets,2032 W41 ave,Bakery,Kerrisdale,49.2343209,-123.1530873
Sushi King House,5333 West Blvd.,Japanese,Arbutus-Ridge,49.2378207,-123.1556788
Kinemi's Kitchen,7751 Champlain Crescent,Pizza,Killarney,49.2149295,-123.0304365
A&W,7092 Kerr Street,Fast Food,Killarney,49.2192674,-123.0408866
Romer's Burger Bar,8683 Kerr St,Burgers,Killarney,49.2058825,-123.0426519
Sushi Go,7026 Kerr St,Japanese,Killarney,49.2195921,-123.0410176
Subway,7172 Kerr Street,Sandwiches,Killarney,49.2189764,-123.040185
Subway,"3490 Kingsway Ave, #1",Sandwiches,Killarney,49.2317297,-123.0299525
54th Ave Restaurant,7088 Kerr St,Chinese,Killarney,49.2192575,-123.0411135
Max's Restaurant,3546 Kingsway,Filipino,Killarney,49.23195399999999,-123.0273921
Bubble Waffle Cafe,2639 East 49th Ave,Asian,Victoria-Fraserview,49.2255119,-123.053541
Wally's Burgers,2661 E 49th Ave,Burgers,Victoria-Fraserview,49.2253486,-123.0535419
Tasty Wok,7190 Kerr St,Chinese,Killarney,49.2188279,-123.0398271
Bonnie's Bread Bakery,7180 Kerr St,Bakery,Killarney,49.2188426,-123.039869
Mt. Fuji Japanese Restaurant,106 - 2607 E 49th Ave,Japanese,Victoria-Fraserview,49.2252764,-123.054468
Columbus Restaurant,2639 East 49th Avenue,Italian,Victoria-Fraserview,49.2255119,-123.053541
Sushi Mura,3545 Sawmill Cres.,Japanese,Killarney,49.2059612,-123.0299039
Pho Thai Ha,2653 E 49th Ave,Vietnamese,Victoria-Fraserview,49.225388,-123.053545
Wing Wah Bakery,2607 E 49th Av,Bakery,Victoria-Fraserview,49.22536119999999,-123.0544384
Papa John's Pizza,#300-3320 Kingsway,Pizza,Killarney,49.2333626,-123.0348768
The Only Cafe,2678 W 4th Ave,Café,Kitsilano,49.26809009999999,-123.1657071
Terra Breads,2380 W 4th Ave,Bakery,Kitsilano,49.26803899999999,-123.1592661
Raisu,2340 West 4th Ave.,Japanese,Kitsilano,49.26801649999999,-123.158373
Guanaco Salvadoran Cuisine food truck,Down town Vancouver,Food Truck,Downtown,49.281954,-123.1170744
Au Comptoir,2278 W 4th Ave,French,Kitsilano,49.2679582,-123.1570401
